date,rainfall_mm,station,sta. ID,elevation (m),lat,long
3/7/2001,0,Cikao,32140303a,36,-6.5113,107.40296
3/8/2001,0,Cikao,32140303a,36,-6.5113,107.40296
3/9/2001,0,Cikao,32140303a,36,-6.5113,107.40296
3/10/2001,0,Cikao,32140303a,36,-6.5113,107.40296
3/11/2001,0,Cikao,32140303a,36,-6.5113,107.40296
3/12/2001,0,Cikao,32140303a,36,-6.5113,107.40296
3/13/2001,0,Cikao,32140303a,36,-6.5113,107.40296
3/14/2001,0,Cikao,32140303a,36,-6.5113,107.40296
3/15/2001,0,Cikao,32140303a,36,-6.5113,107.40296
3/16/2001,0,Cikao,32140303a,36,-6.5113,107.40296
3/17/2001,0,Cikao,32140303a,36,-6.5113,107.40296
3/18/2001,0,Cikao,32140303a,36,-6.5113,107.40296
3/19/2001,0,Cikao,32140303a,36,-6.5113,107.40296
3/20/2001,0,Cikao,32140303a,36,-6.5113,107.40296
3/21/2001,5,Cikao,32140303a,36,-6.5113,107.40296
3/22/2001,0,Cikao,32140303a,36,-6.5113,107.40296
3/23/2001,0,Cikao,32140303a,36,-6.5113,107.40296
3/24/2001,10,Cikao,32140303a,36,-6.5113,107.40296
3/25/2001,0,Cikao,32140303a,36,-6.5113,107.40296
3/26/2001,0,Cikao,32140303a,36,-6.5113,107.40296
3/27/2001,25,Cikao,32140303a,36,-6.5113,107.40296
3/28/2001,0,Cikao,32140303a,36,-6.5113,107.40296
3/29/2001,0,Cikao,32140303a,36,-6.5113,107.40296
3/30/2001,0,Cikao,32140303a,36,-6.5113,107.40296
3/31/2001,0,Cikao,32140303a,36,-6.5113,107.40296
4/1/2001,30,Cikao,32140303a,36,-6.5113,107.40296
4/2/2001,0,Cikao,32140303a,36,-6.5113,107.40296
4/3/2001,0,Cikao,32140303a,36,-6.5113,107.40296
4/4/2001,3,Cikao,32140303a,36,-6.5113,107.40296
4/5/2001,5,Cikao,32140303a,36,-6.5113,107.40296
4/6/2001,0,Cikao,32140303a,36,-6.5113,107.40296
4/7/2001,12,Cikao,32140303a,36,-6.5113,107.40296
4/8/2001,0,Cikao,32140303a,36,-6.5113,107.40296
4/9/2001,0,Cikao,32140303a,36,-6.5113,107.40296
4/10/2001,14,Cikao,32140303a,36,-6.5113,107.40296
4/11/2001,3,Cikao,32140303a,36,-6.5113,107.40296
4/12/2001,0,Cikao,32140303a,36,-6.5113,107.40296
4/13/2001,6,Cikao,32140303a,36,-6.5113,107.40296
4/14/2001,25,Cikao,32140303a,36,-6.5113,107.40296
4/15/2001,41,Cikao,32140303a,36,-6.5113,107.40296
4/16/2001,8,Cikao,32140303a,36,-6.5113,107.40296
4/17/2001,2,Cikao,32140303a,36,-6.5113,107.40296
4/18/2001,11,Cikao,32140303a,36,-6.5113,107.40296
4/19/2001,28,Cikao,32140303a,36,-6.5113,107.40296
4/20/2001,9,Cikao,32140303a,36,-6.5113,107.40296
4/21/2001,10,Cikao,32140303a,36,-6.5113,107.40296
4/22/2001,0,Cikao,32140303a,36,-6.5113,107.40296
4/23/2001,0,Cikao,32140303a,36,-6.5113,107.40296
4/24/2001,0,Cikao,32140303a,36,-6.5113,107.40296
4/25/2001,4,Cikao,32140303a,36,-6.5113,107.40296
4/26/2001,10,Cikao,32140303a,36,-6.5113,107.40296
4/27/2001,0,Cikao,32140303a,36,-6.5113,107.40296
4/28/2001,0,Cikao,32140303a,36,-6.5113,107.40296
4/29/2001,0,Cikao,32140303a,36,-6.5113,107.40296
4/30/2001,0,Cikao,32140303a,36,-6.5113,107.40296
5/1/2001,0,Cikao,32140303a,36,-6.5113,107.40296
5/2/2001,0,Cikao,32140303a,36,-6.5113,107.40296
5/3/2001,16,Cikao,32140303a,36,-6.5113,107.40296
5/4/2001,13,Cikao,32140303a,36,-6.5113,107.40296
5/5/2001,8,Cikao,32140303a,36,-6.5113,107.40296
5/6/2001,0,Cikao,32140303a,36,-6.5113,107.40296
5/7/2001,0,Cikao,32140303a,36,-6.5113,107.40296
5/8/2001,0,Cikao,32140303a,36,-6.5113,107.40296
5/9/2001,0,Cikao,32140303a,36,-6.5113,107.40296
5/10/2001,26,Cikao,32140303a,36,-6.5113,107.40296
5/11/2001,0,Cikao,32140303a,36,-6.5113,107.40296
5/12/2001,0,Cikao,32140303a,36,-6.5113,107.40296
5/13/2001,0,Cikao,32140303a,36,-6.5113,107.40296
5/14/2001,0,Cikao,32140303a,36,-6.5113,107.40296
5/15/2001,0,Cikao,32140303a,36,-6.5113,107.40296
5/16/2001,0,Cikao,32140303a,36,-6.5113,107.40296
5/17/2001,0,Cikao,32140303a,36,-6.5113,107.40296
5/18/2001,0,Cikao,32140303a,36,-6.5113,107.40296
5/19/2001,0,Cikao,32140303a,36,-6.5113,107.40296
5/20/2001,0,Cikao,32140303a,36,-6.5113,107.40296
5/21/2001,0,Cikao,32140303a,36,-6.5113,107.40296
5/22/2001,0,Cikao,32140303a,36,-6.5113,107.40296
5/23/2001,0,Cikao,32140303a,36,-6.5113,107.40296
5/24/2001,34,Cikao,32140303a,36,-6.5113,107.40296
5/25/2001,0,Cikao,32140303a,36,-6.5113,107.40296
5/26/2001,0,Cikao,32140303a,36,-6.5113,107.40296
5/27/2001,0,Cikao,32140303a,36,-6.5113,107.40296
5/28/2001,0,Cikao,32140303a,36,-6.5113,107.40296
5/29/2001,0,Cikao,32140303a,36,-6.5113,107.40296
5/30/2001,0,Cikao,32140303a,36,-6.5113,107.40296
5/31/2001,0,Cikao,32140303a,36,-6.5113,107.40296
6/1/2001,0,Cikao,32140303a,36,-6.5113,107.40296
6/2/2001,0,Cikao,32140303a,36,-6.5113,107.40296
6/3/2001,0,Cikao,32140303a,36,-6.5113,107.40296
6/4/2001,0,Cikao,32140303a,36,-6.5113,107.40296
6/5/2001,8,Cikao,32140303a,36,-6.5113,107.40296
6/6/2001,3,Cikao,32140303a,36,-6.5113,107.40296
6/7/2001,6,Cikao,32140303a,36,-6.5113,107.40296
6/8/2001,4,Cikao,32140303a,36,-6.5113,107.40296
6/9/2001,10,Cikao,32140303a,36,-6.5113,107.40296
6/10/2001,0,Cikao,32140303a,36,-6.5113,107.40296
6/11/2001,6,Cikao,32140303a,36,-6.5113,107.40296
6/12/2001,12,Cikao,32140303a,36,-6.5113,107.40296
6/13/2001,0,Cikao,32140303a,36,-6.5113,107.40296
6/14/2001,9,Cikao,32140303a,36,-6.5113,107.40296
6/15/2001,3,Cikao,32140303a,36,-6.5113,107.40296
6/16/2001,11,Cikao,32140303a,36,-6.5113,107.40296
6/17/2001,0,Cikao,32140303a,36,-6.5113,107.40296
6/18/2001,16,Cikao,32140303a,36,-6.5113,107.40296
6/19/2001,0,Cikao,32140303a,36,-6.5113,107.40296
6/20/2001,0,Cikao,32140303a,36,-6.5113,107.40296
6/21/2001,0,Cikao,32140303a,36,-6.5113,107.40296
6/22/2001,0,Cikao,32140303a,36,-6.5113,107.40296
6/23/2001,0,Cikao,32140303a,36,-6.5113,107.40296
6/24/2001,0,Cikao,32140303a,36,-6.5113,107.40296
6/25/2001,0,Cikao,32140303a,36,-6.5113,107.40296
6/26/2001,0,Cikao,32140303a,36,-6.5113,107.40296
6/27/2001,0,Cikao,32140303a,36,-6.5113,107.40296
6/28/2001,0,Cikao,32140303a,36,-6.5113,107.40296
6/29/2001,0,Cikao,32140303a,36,-6.5113,107.40296
6/30/2001,0,Cikao,32140303a,36,-6.5113,107.40296
7/1/2001,0,Cikao,32140303a,36,-6.5113,107.40296
7/2/2001,0,Cikao,32140303a,36,-6.5113,107.40296
7/3/2001,0,Cikao,32140303a,36,-6.5113,107.40296
7/4/2001,0,Cikao,32140303a,36,-6.5113,107.40296
7/5/2001,0,Cikao,32140303a,36,-6.5113,107.40296
7/6/2001,0,Cikao,32140303a,36,-6.5113,107.40296
7/7/2001,0,Cikao,32140303a,36,-6.5113,107.40296
7/8/2001,0,Cikao,32140303a,36,-6.5113,107.40296
7/9/2001,0,Cikao,32140303a,36,-6.5113,107.40296
7/10/2001,0,Cikao,32140303a,36,-6.5113,107.40296
7/11/2001,20,Cikao,32140303a,36,-6.5113,107.40296
7/12/2001,0,Cikao,32140303a,36,-6.5113,107.40296
7/13/2001,0,Cikao,32140303a,36,-6.5113,107.40296
7/14/2001,0,Cikao,32140303a,36,-6.5113,107.40296
7/15/2001,0,Cikao,32140303a,36,-6.5113,107.40296
7/16/2001,0,Cikao,32140303a,36,-6.5113,107.40296
7/17/2001,0,Cikao,32140303a,36,-6.5113,107.40296
7/18/2001,8,Cikao,32140303a,36,-6.5113,107.40296
7/19/2001,40,Cikao,32140303a,36,-6.5113,107.40296
7/20/2001,0,Cikao,32140303a,36,-6.5113,107.40296
7/21/2001,0,Cikao,32140303a,36,-6.5113,107.40296
7/22/2001,0,Cikao,32140303a,36,-6.5113,107.40296
7/23/2001,0,Cikao,32140303a,36,-6.5113,107.40296
7/24/2001,0,Cikao,32140303a,36,-6.5113,107.40296
7/25/2001,0,Cikao,32140303a,36,-6.5113,107.40296
7/26/2001,0,Cikao,32140303a,36,-6.5113,107.40296
7/27/2001,0,Cikao,32140303a,36,-6.5113,107.40296
7/28/2001,0,Cikao,32140303a,36,-6.5113,107.40296
7/29/2001,0,Cikao,32140303a,36,-6.5113,107.40296
7/30/2001,0,Cikao,32140303a,36,-6.5113,107.40296
7/31/2001,0,Cikao,32140303a,36,-6.5113,107.40296
8/1/2001,0,Cikao,32140303a,36,-6.5113,107.40296
8/2/2001,0,Cikao,32140303a,36,-6.5113,107.40296
8/3/2001,0,Cikao,32140303a,36,-6.5113,107.40296
8/4/2001,39,Cikao,32140303a,36,-6.5113,107.40296
8/5/2001,0,Cikao,32140303a,36,-6.5113,107.40296
8/6/2001,0,Cikao,32140303a,36,-6.5113,107.40296
8/7/2001,0,Cikao,32140303a,36,-6.5113,107.40296
8/8/2001,0,Cikao,32140303a,36,-6.5113,107.40296
8/9/2001,0,Cikao,32140303a,36,-6.5113,107.40296
8/10/2001,0,Cikao,32140303a,36,-6.5113,107.40296
8/11/2001,0,Cikao,32140303a,36,-6.5113,107.40296
8/12/2001,0,Cikao,32140303a,36,-6.5113,107.40296
8/13/2001,0,Cikao,32140303a,36,-6.5113,107.40296
8/14/2001,0,Cikao,32140303a,36,-6.5113,107.40296
8/15/2001,0,Cikao,32140303a,36,-6.5113,107.40296
8/16/2001,0,Cikao,32140303a,36,-6.5113,107.40296
8/17/2001,0,Cikao,32140303a,36,-6.5113,107.40296
8/18/2001,0,Cikao,32140303a,36,-6.5113,107.40296
8/19/2001,0,Cikao,32140303a,36,-6.5113,107.40296
8/20/2001,0,Cikao,32140303a,36,-6.5113,107.40296
8/21/2001,0,Cikao,32140303a,36,-6.5113,107.40296
8/22/2001,0,Cikao,32140303a,36,-6.5113,107.40296
8/23/2001,0,Cikao,32140303a,36,-6.5113,107.40296
8/24/2001,0,Cikao,32140303a,36,-6.5113,107.40296
8/25/2001,0,Cikao,32140303a,36,-6.5113,107.40296
8/26/2001,0,Cikao,32140303a,36,-6.5113,107.40296
8/27/2001,0,Cikao,32140303a,36,-6.5113,107.40296
8/28/2001,0,Cikao,32140303a,36,-6.5113,107.40296
8/29/2001,0,Cikao,32140303a,36,-6.5113,107.40296
8/30/2001,0,Cikao,32140303a,36,-6.5113,107.40296
8/31/2001,0,Cikao,32140303a,36,-6.5113,107.40296
9/1/2001,0,Cikao,32140303a,36,-6.5113,107.40296
9/2/2001,4,Cikao,32140303a,36,-6.5113,107.40296
9/3/2001,11,Cikao,32140303a,36,-6.5113,107.40296
9/4/2001,0,Cikao,32140303a,36,-6.5113,107.40296
9/5/2001,6,Cikao,32140303a,36,-6.5113,107.40296
9/6/2001,0,Cikao,32140303a,36,-6.5113,107.40296
9/7/2001,0,Cikao,32140303a,36,-6.5113,107.40296
9/8/2001,0,Cikao,32140303a,36,-6.5113,107.40296
9/9/2001,0,Cikao,32140303a,36,-6.5113,107.40296
9/10/2001,0,Cikao,32140303a,36,-6.5113,107.40296
9/11/2001,0,Cikao,32140303a,36,-6.5113,107.40296
9/12/2001,0,Cikao,32140303a,36,-6.5113,107.40296
9/13/2001,0,Cikao,32140303a,36,-6.5113,107.40296
9/14/2001,0,Cikao,32140303a,36,-6.5113,107.40296
9/15/2001,0,Cikao,32140303a,36,-6.5113,107.40296
9/16/2001,0,Cikao,32140303a,36,-6.5113,107.40296
9/17/2001,0,Cikao,32140303a,36,-6.5113,107.40296
9/18/2001,0,Cikao,32140303a,36,-6.5113,107.40296
9/19/2001,12,Cikao,32140303a,36,-6.5113,107.40296
9/20/2001,0,Cikao,32140303a,36,-6.5113,107.40296
9/21/2001,0,Cikao,32140303a,36,-6.5113,107.40296
9/22/2001,9,Cikao,32140303a,36,-6.5113,107.40296
9/23/2001,21,Cikao,32140303a,36,-6.5113,107.40296
9/24/2001,0,Cikao,32140303a,36,-6.5113,107.40296
9/25/2001,0,Cikao,32140303a,36,-6.5113,107.40296
9/26/2001,0,Cikao,32140303a,36,-6.5113,107.40296
9/27/2001,0,Cikao,32140303a,36,-6.5113,107.40296
9/28/2001,0,Cikao,32140303a,36,-6.5113,107.40296
9/29/2001,8,Cikao,32140303a,36,-6.5113,107.40296
9/30/2001,0,Cikao,32140303a,36,-6.5113,107.40296
10/1/2001,0,Cikao,32140303a,36,-6.5113,107.40296
10/2/2001,6,Cikao,32140303a,36,-6.5113,107.40296
10/3/2001,3,Cikao,32140303a,36,-6.5113,107.40296
10/4/2001,5,Cikao,32140303a,36,-6.5113,107.40296
10/5/2001,13,Cikao,32140303a,36,-6.5113,107.40296
10/6/2001,0,Cikao,32140303a,36,-6.5113,107.40296
10/7/2001,0,Cikao,32140303a,36,-6.5113,107.40296
10/8/2001,0,Cikao,32140303a,36,-6.5113,107.40296
10/9/2001,8,Cikao,32140303a,36,-6.5113,107.40296
10/10/2001,4,Cikao,32140303a,36,-6.5113,107.40296
10/11/2001,0,Cikao,32140303a,36,-6.5113,107.40296
10/12/2001,10,Cikao,32140303a,36,-6.5113,107.40296
10/13/2001,0,Cikao,32140303a,36,-6.5113,107.40296
10/14/2001,0,Cikao,32140303a,36,-6.5113,107.40296
10/15/2001,12,Cikao,32140303a,36,-6.5113,107.40296
10/16/2001,3,Cikao,32140303a,36,-6.5113,107.40296
10/17/2001,0,Cikao,32140303a,36,-6.5113,107.40296
10/18/2001,0,Cikao,32140303a,36,-6.5113,107.40296
10/19/2001,0,Cikao,32140303a,36,-6.5113,107.40296
10/20/2001,0,Cikao,32140303a,36,-6.5113,107.40296
10/21/2001,0,Cikao,32140303a,36,-6.5113,107.40296
10/22/2001,49,Cikao,32140303a,36,-6.5113,107.40296
10/23/2001,0,Cikao,32140303a,36,-6.5113,107.40296
10/24/2001,16,Cikao,32140303a,36,-6.5113,107.40296
10/25/2001,0,Cikao,32140303a,36,-6.5113,107.40296
10/26/2001,10,Cikao,32140303a,36,-6.5113,107.40296
10/27/2001,0,Cikao,32140303a,36,-6.5113,107.40296
10/28/2001,6,Cikao,32140303a,36,-6.5113,107.40296
10/29/2001,9,Cikao,32140303a,36,-6.5113,107.40296
10/30/2001,0,Cikao,32140303a,36,-6.5113,107.40296
10/31/2001,0,Cikao,32140303a,36,-6.5113,107.40296
11/1/2001,36,Cikao,32140303a,36,-6.5113,107.40296
11/2/2001,0,Cikao,32140303a,36,-6.5113,107.40296
11/3/2001,12,Cikao,32140303a,36,-6.5113,107.40296
11/4/2001,2,Cikao,32140303a,36,-6.5113,107.40296
11/5/2001,0,Cikao,32140303a,36,-6.5113,107.40296
11/6/2001,0,Cikao,32140303a,36,-6.5113,107.40296
11/7/2001,10,Cikao,32140303a,36,-6.5113,107.40296
11/8/2001,8,Cikao,32140303a,36,-6.5113,107.40296
11/9/2001,3,Cikao,32140303a,36,-6.5113,107.40296
11/10/2001,12,Cikao,32140303a,36,-6.5113,107.40296
11/11/2001,6,Cikao,32140303a,36,-6.5113,107.40296
11/12/2001,0,Cikao,32140303a,36,-6.5113,107.40296
11/13/2001,0,Cikao,32140303a,36,-6.5113,107.40296
11/14/2001,0,Cikao,32140303a,36,-6.5113,107.40296
11/15/2001,21,Cikao,32140303a,36,-6.5113,107.40296
11/16/2001,0,Cikao,32140303a,36,-6.5113,107.40296
11/17/2001,16,Cikao,32140303a,36,-6.5113,107.40296
11/18/2001,13,Cikao,32140303a,36,-6.5113,107.40296
11/19/2001,5,Cikao,32140303a,36,-6.5113,107.40296
11/20/2001,13,Cikao,32140303a,36,-6.5113,107.40296
11/21/2001,9,Cikao,32140303a,36,-6.5113,107.40296
11/22/2001,6,Cikao,32140303a,36,-6.5113,107.40296
11/23/2001,12,Cikao,32140303a,36,-6.5113,107.40296
11/24/2001,0,Cikao,32140303a,36,-6.5113,107.40296
11/25/2001,10,Cikao,32140303a,36,-6.5113,107.40296
11/26/2001,0,Cikao,32140303a,36,-6.5113,107.40296
11/27/2001,0,Cikao,32140303a,36,-6.5113,107.40296
11/28/2001,0,Cikao,32140303a,36,-6.5113,107.40296
11/29/2001,0,Cikao,32140303a,36,-6.5113,107.40296
11/30/2001,0,Cikao,32140303a,36,-6.5113,107.40296
12/1/2001,0,Cikao,32140303a,36,-6.5113,107.40296
12/2/2001,0,Cikao,32140303a,36,-6.5113,107.40296
12/3/2001,0,Cikao,32140303a,36,-6.5113,107.40296
12/4/2001,0,Cikao,32140303a,36,-6.5113,107.40296
12/5/2001,0,Cikao,32140303a,36,-6.5113,107.40296
12/6/2001,0,Cikao,32140303a,36,-6.5113,107.40296
12/7/2001,0,Cikao,32140303a,36,-6.5113,107.40296
12/8/2001,0,Cikao,32140303a,36,-6.5113,107.40296
12/9/2001,0,Cikao,32140303a,36,-6.5113,107.40296
12/10/2001,0,Cikao,32140303a,36,-6.5113,107.40296
12/11/2001,0,Cikao,32140303a,36,-6.5113,107.40296
12/12/2001,0,Cikao,32140303a,36,-6.5113,107.40296
12/13/2001,0,Cikao,32140303a,36,-6.5113,107.40296
12/14/2001,12,Cikao,32140303a,36,-6.5113,107.40296
12/15/2001,6,Cikao,32140303a,36,-6.5113,107.40296
12/16/2001,0,Cikao,32140303a,36,-6.5113,107.40296
12/17/2001,0,Cikao,32140303a,36,-6.5113,107.40296
12/18/2001,0,Cikao,32140303a,36,-6.5113,107.40296
12/19/2001,0,Cikao,32140303a,36,-6.5113,107.40296
12/20/2001,0,Cikao,32140303a,36,-6.5113,107.40296
12/21/2001,13,Cikao,32140303a,36,-6.5113,107.40296
12/22/2001,0,Cikao,32140303a,36,-6.5113,107.40296
12/23/2001,0,Cikao,32140303a,36,-6.5113,107.40296
12/24/2001,0,Cikao,32140303a,36,-6.5113,107.40296
12/25/2001,0,Cikao,32140303a,36,-6.5113,107.40296
12/26/2001,3,Cikao,32140303a,36,-6.5113,107.40296
12/27/2001,4,Cikao,32140303a,36,-6.5113,107.40296
12/28/2001,0,Cikao,32140303a,36,-6.5113,107.40296
12/29/2001,10,Cikao,32140303a,36,-6.5113,107.40296
12/30/2001,0,Cikao,32140303a,36,-6.5113,107.40296
12/31/2001,0,Cikao,32140303a,36,-6.5113,107.40296
1/1/2002,5,Cikao,32140303a,36,-6.5113,107.40296
1/2/2002,8,Cikao,32140303a,36,-6.5113,107.40296
1/3/2002,0,Cikao,32140303a,36,-6.5113,107.40296
1/4/2002,0,Cikao,32140303a,36,-6.5113,107.40296
1/5/2002,0,Cikao,32140303a,36,-6.5113,107.40296
1/6/2002,0,Cikao,32140303a,36,-6.5113,107.40296
1/7/2002,16,Cikao,32140303a,36,-6.5113,107.40296
1/8/2002,0,Cikao,32140303a,36,-6.5113,107.40296
1/9/2002,32,Cikao,32140303a,36,-6.5113,107.40296
1/10/2002,0,Cikao,32140303a,36,-6.5113,107.40296
1/11/2002,0,Cikao,32140303a,36,-6.5113,107.40296
1/12/2002,0,Cikao,32140303a,36,-6.5113,107.40296
1/13/2002,0,Cikao,32140303a,36,-6.5113,107.40296
1/14/2002,0,Cikao,32140303a,36,-6.5113,107.40296
1/15/2002,3,Cikao,32140303a,36,-6.5113,107.40296
1/16/2002,0,Cikao,32140303a,36,-6.5113,107.40296
1/17/2002,19,Cikao,32140303a,36,-6.5113,107.40296
1/18/2002,0,Cikao,32140303a,36,-6.5113,107.40296
1/19/2002,16,Cikao,32140303a,36,-6.5113,107.40296
1/20/2002,15,Cikao,32140303a,36,-6.5113,107.40296
1/21/2002,12,Cikao,32140303a,36,-6.5113,107.40296
1/22/2002,19,Cikao,32140303a,36,-6.5113,107.40296
1/23/2002,4,Cikao,32140303a,36,-6.5113,107.40296
1/24/2002,17,Cikao,32140303a,36,-6.5113,107.40296
1/25/2002,2,Cikao,32140303a,36,-6.5113,107.40296
1/26/2002,8,Cikao,32140303a,36,-6.5113,107.40296
1/27/2002,5,Cikao,32140303a,36,-6.5113,107.40296
1/28/2002,42,Cikao,32140303a,36,-6.5113,107.40296
1/29/2002,30,Cikao,32140303a,36,-6.5113,107.40296
1/30/2002,25,Cikao,32140303a,36,-6.5113,107.40296
1/31/2002,30,Cikao,32140303a,36,-6.5113,107.40296
2/1/2002,30,Cikao,32140303a,36,-6.5113,107.40296
2/2/2002,16,Cikao,32140303a,36,-6.5113,107.40296
2/3/2002,13,Cikao,32140303a,36,-6.5113,107.40296
2/4/2002,26,Cikao,32140303a,36,-6.5113,107.40296
2/5/2002,31,Cikao,32140303a,36,-6.5113,107.40296
2/6/2002,39,Cikao,32140303a,36,-6.5113,107.40296
2/7/2002,11,Cikao,32140303a,36,-6.5113,107.40296
2/8/2002,12,Cikao,32140303a,36,-6.5113,107.40296
2/9/2002,50,Cikao,32140303a,36,-6.5113,107.40296
2/10/2002,21,Cikao,32140303a,36,-6.5113,107.40296
2/11/2002,27,Cikao,32140303a,36,-6.5113,107.40296
2/12/2002,10,Cikao,32140303a,36,-6.5113,107.40296
2/13/2002,14,Cikao,32140303a,36,-6.5113,107.40296
2/14/2002,30,Cikao,32140303a,36,-6.5113,107.40296
2/15/2002,29,Cikao,32140303a,36,-6.5113,107.40296
2/16/2002,49,Cikao,32140303a,36,-6.5113,107.40296
2/17/2002,10,Cikao,32140303a,36,-6.5113,107.40296
2/18/2002,12,Cikao,32140303a,36,-6.5113,107.40296
2/19/2002,8,Cikao,32140303a,36,-6.5113,107.40296
2/20/2002,6,Cikao,32140303a,36,-6.5113,107.40296
2/21/2002,20,Cikao,32140303a,36,-6.5113,107.40296
2/22/2002,0,Cikao,32140303a,36,-6.5113,107.40296
2/23/2002,33,Cikao,32140303a,36,-6.5113,107.40296
2/24/2002,0,Cikao,32140303a,36,-6.5113,107.40296
2/25/2002,16,Cikao,32140303a,36,-6.5113,107.40296
2/26/2002,0,Cikao,32140303a,36,-6.5113,107.40296
2/27/2002,0,Cikao,32140303a,36,-6.5113,107.40296
2/28/2002,9,Cikao,32140303a,36,-6.5113,107.40296
3/1/2002,35,Cikao,32140303a,36,-6.5113,107.40296
3/2/2002,25,Cikao,32140303a,36,-6.5113,107.40296
3/3/2002,0,Cikao,32140303a,36,-6.5113,107.40296
3/4/2002,8,Cikao,32140303a,36,-6.5113,107.40296
3/5/2002,6,Cikao,32140303a,36,-6.5113,107.40296
3/6/2002,0,Cikao,32140303a,36,-6.5113,107.40296
3/7/2002,2,Cikao,32140303a,36,-6.5113,107.40296
3/8/2002,0,Cikao,32140303a,36,-6.5113,107.40296
3/9/2002,11,Cikao,32140303a,36,-6.5113,107.40296
3/10/2002,13,Cikao,32140303a,36,-6.5113,107.40296
3/11/2002,5,Cikao,32140303a,36,-6.5113,107.40296
3/12/2002,0,Cikao,32140303a,36,-6.5113,107.40296
3/13/2002,6,Cikao,32140303a,36,-6.5113,107.40296
3/14/2002,7,Cikao,32140303a,36,-6.5113,107.40296
3/15/2002,21,Cikao,32140303a,36,-6.5113,107.40296
3/16/2002,12,Cikao,32140303a,36,-6.5113,107.40296
3/17/2002,0,Cikao,32140303a,36,-6.5113,107.40296
3/18/2002,6,Cikao,32140303a,36,-6.5113,107.40296
3/19/2002,7,Cikao,32140303a,36,-6.5113,107.40296
3/20/2002,0,Cikao,32140303a,36,-6.5113,107.40296
3/21/2002,5,Cikao,32140303a,36,-6.5113,107.40296
3/22/2002,0,Cikao,32140303a,36,-6.5113,107.40296
3/23/2002,0,Cikao,32140303a,36,-6.5113,107.40296
3/24/2002,0,Cikao,32140303a,36,-6.5113,107.40296
3/25/2002,13,Cikao,32140303a,36,-6.5113,107.40296
3/26/2002,8,Cikao,32140303a,36,-6.5113,107.40296
3/27/2002,0,Cikao,32140303a,36,-6.5113,107.40296
3/28/2002,16,Cikao,32140303a,36,-6.5113,107.40296
3/29/2002,31,Cikao,32140303a,36,-6.5113,107.40296
3/30/2002,0,Cikao,32140303a,36,-6.5113,107.40296
3/31/2002,6,Cikao,32140303a,36,-6.5113,107.40296
4/1/2002,16,Cikao,32140303a,36,-6.5113,107.40296
4/2/2002,7,Cikao,32140303a,36,-6.5113,107.40296
4/3/2002,0,Cikao,32140303a,36,-6.5113,107.40296
4/4/2002,0,Cikao,32140303a,36,-6.5113,107.40296
4/5/2002,0,Cikao,32140303a,36,-6.5113,107.40296
4/6/2002,13,Cikao,32140303a,36,-6.5113,107.40296
4/7/2002,11,Cikao,32140303a,36,-6.5113,107.40296
4/8/2002,28,Cikao,32140303a,36,-6.5113,107.40296
4/9/2002,3,Cikao,32140303a,36,-6.5113,107.40296
4/10/2002,0,Cikao,32140303a,36,-6.5113,107.40296
4/11/2002,0,Cikao,32140303a,36,-6.5113,107.40296
4/12/2002,0,Cikao,32140303a,36,-6.5113,107.40296
4/13/2002,0,Cikao,32140303a,36,-6.5113,107.40296
4/14/2002,0,Cikao,32140303a,36,-6.5113,107.40296
4/15/2002,0,Cikao,32140303a,36,-6.5113,107.40296
4/16/2002,0,Cikao,32140303a,36,-6.5113,107.40296
4/17/2002,0,Cikao,32140303a,36,-6.5113,107.40296
4/18/2002,0,Cikao,32140303a,36,-6.5113,107.40296
4/19/2002,3,Cikao,32140303a,36,-6.5113,107.40296
4/20/2002,14,Cikao,32140303a,36,-6.5113,107.40296
4/21/2002,7,Cikao,32140303a,36,-6.5113,107.40296
4/22/2002,0,Cikao,32140303a,36,-6.5113,107.40296
4/23/2002,12,Cikao,32140303a,36,-6.5113,107.40296
4/24/2002,0,Cikao,32140303a,36,-6.5113,107.40296
4/25/2002,0,Cikao,32140303a,36,-6.5113,107.40296
4/26/2002,0,Cikao,32140303a,36,-6.5113,107.40296
4/27/2002,0,Cikao,32140303a,36,-6.5113,107.40296
4/28/2002,0,Cikao,32140303a,36,-6.5113,107.40296
4/29/2002,0,Cikao,32140303a,36,-6.5113,107.40296
4/30/2002,0,Cikao,32140303a,36,-6.5113,107.40296
5/1/2002,0,Cikao,32140303a,36,-6.5113,107.40296
5/2/2002,0,Cikao,32140303a,36,-6.5113,107.40296
5/3/2002,0,Cikao,32140303a,36,-6.5113,107.40296
5/4/2002,0,Cikao,32140303a,36,-6.5113,107.40296
5/5/2002,0,Cikao,32140303a,36,-6.5113,107.40296
5/6/2002,0,Cikao,32140303a,36,-6.5113,107.40296
5/7/2002,0,Cikao,32140303a,36,-6.5113,107.40296
5/8/2002,0,Cikao,32140303a,36,-6.5113,107.40296
5/9/2002,0,Cikao,32140303a,36,-6.5113,107.40296
5/10/2002,8,Cikao,32140303a,36,-6.5113,107.40296
5/11/2002,0,Cikao,32140303a,36,-6.5113,107.40296
5/12/2002,0,Cikao,32140303a,36,-6.5113,107.40296
5/13/2002,0,Cikao,32140303a,36,-6.5113,107.40296
5/14/2002,0,Cikao,32140303a,36,-6.5113,107.40296
5/15/2002,0,Cikao,32140303a,36,-6.5113,107.40296
5/16/2002,0,Cikao,32140303a,36,-6.5113,107.40296
